受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2025-02-14 05:12,HD2502140620,アカウント,法務,高,課長,91,2025-02-14,あり,達成,なし,電話,チケット,設定不備,5
2026-02-06 11:20,HD2602060621,PCトラブル,開発,中,課長,69,2026-02-06,あり,達成,なし,リモート,メール,設定不備,5
2024-04-24 10:06,HD2404240622,PCトラブル,情シス,低,係長,37,2024-04-24,あり,達成,なし,オンサイト,チャット,その他,4
2026-01-05 09:15,HD2601050623,ネットワーク,製造,緊急,主任,142,2026-01-05,なし,未達,なし,電話,チケット,仕様,3
2024-08-18 06:18,HD2408180624,PCトラブル,総務,高,主任,83,2024-08-18,なし,達成,なし,リモート,チケット,外部要因,4
2025-04-20 04:51,HD2504200625,SaaS利用,経理,低,係長,33,2025-04-20,あり,達成,なし,電話,メール,教育不足,5
2024-11-04 11:26,HD2411040626,セキュリティ,総務,中,課長,145,2024-11-04,あり,達成,なし,電話,チケット,設定不備,5
2025-12-16 13:16,HD2512160627,アカウント,営業,低,係長,22,2025-12-16,あり,達成,なし,電話,チャット,ハード故障,4
2025-09-30 10:32,HD2509300628,PCトラブル,法務,中,課長,41,2025-09-30,あり,達成,なし,オンサイト,チケット,教育不足,4
2026-05-31 12:54,HD2605310629,PCトラブル,開発,高,課長,168,2026-05-31,あり,未達,なし,リモート,チャット,設定不備,2
2024-07-06 07:56,HD2407060630,ネットワーク,マーケ,高,係長,113,2024-07-06,あり,達成,なし,オンサイト,電話,教育不足,4
2024-11-19 22:27,HD2411190631,ネットワーク,情シス,中,係長,53,2024-11-19,なし,達成,なし,リモート,メール,設定不備,5
2024-02-01 05:56,HD2402010632,ネットワーク,法務,緊急,主任,173,2024-02-01,なし,未達,なし,リモート,チケット,設定不備,2
2025-04-24 03:21,HD2504240633,PCトラブル,開発,中,係長,36,2025-04-24,あり,達成,なし,オンサイト,チケット,教育不足,4
2024-11-25 22:32,HD2411250634,PCトラブル,情シス,中,主任,65,2024-11-25,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-05-16 22:34,HD2505160635,SaaS利用,人事,中,主任,60,2025-05-16,あり,達成,なし,オンサイト,チケット,教育不足,5
2026-02-02 14:45,HD2602020636,セキュリティ,営業,中,係長,31,2026-02-02,あり,達成,なし,電話,チケット,ハード故障,5
2024-12-25 02:55,HD2412250637,アカウント,人事,中,課長,72,2024-12-25,あり,達成,なし,リモート,メール,教育不足,5
2026-02-21 21:22,HD2602210638,SaaS利用,マーケ,低,係長,17,2026-02-21,あり,達成,なし,リモート,チケット,教育不足,4
2025-06-13 07:34,HD2506130639,メール,営業,低,主任,18,2025-06-13,あり,達成,なし,リモート,電話,ハード故障,5
2025-01-30 20:24,HD2501300640,プリンタ,営業,低,係長,47,2025-01-30,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-08-03 22:02,HD2408030641,セキュリティ,総務,低,係長,5,2024-08-03,なし,達成,なし,電話,チケット,設定不備,4
2025-02-14 10:01,HD2502140642,セキュリティ,情シス,高,主任,7,2025-02-14,あり,達成,なし,オンサイト,チケット,その他,5
2025-07-18 10:09,HD2507180643,メール,法務,低,主任,25,2025-07-18,あり,達成,なし,電話,チケット,教育不足,4
2025-01-05 19:52,HD2501050644,SaaS利用,人事,中,課長,63,2025-01-05,なし,達成,なし,オンサイト,チケット,外部要因,4
2024-02-26 17:46,HD2402260645,ネットワーク,経理,低,課長,17,2024-02-26,あり,達成,なし,リモート,チケット,教育不足,5
2025-07-02 09:52,HD2507020646,その他,製造,中,係長,77,2025-07-02,あり,達成,なし,電話,メール,設定不備,4
2025-09-23 07:36,HD2509230647,PCトラブル,営業,緊急,課長,135,2025-09-23,あり,未達,あり,オンサイト,電話,その他,1
2024-10-05 18:40,HD2410050648,プリンタ,人事,高,主任,101,2024-10-05,あり,未達,なし,リモート,チャット,ハード故障,3
2025-02-04 11:44,HD2502040649,アカウント,営業,中,課長,48,2025-02-04,なし,達成,なし,リモート,チケット,仕様,5
2025-06-20 06:11,HD2506200650,PCトラブル,開発,中,課長,69,2025-06-20,あり,達成,なし,オンサイト,メール,ハード故障,5
2026-04-01 08:13,HD2604010651,メール,法務,低,係長,14,2026-04-01,あり,達成,なし,リモート,チャット,教育不足,4
2025-02-25 17:03,HD2502250652,ネットワーク,マーケ,中,課長,90,2025-02-25,あり,達成,なし,リモート,チケット,仕様,4
2025-10-04 19:41,HD2510040653,ネットワーク,開発,高,主任,115,2025-10-04,あり,達成,なし,オンサイト,チャット,仕様,5
2026-03-06 05:56,HD2603060654,アカウント,製造,高,課長,178,2026-03-06,あり,未達,なし,リモート,チャット,教育不足,2
2024-04-30 20:58,HD2404300655,ネットワーク,営業,中,課長,32,2024-04-30,あり,達成,なし,オンサイト,チャット,設定不備,5
2026-03-26 14:24,HD2603260656,業務システム,営業,低,係長,57,2026-03-26,あり,達成,なし,リモート,チャット,教育不足,5
2025-08-09 05:14,HD2508090657,メール,開発,低,主任,27,2025-08-09,あり,達成,なし,リモート,チャット,ハード故障,5
2024-11-16 18:27,HD2411160658,PCトラブル,マーケ,高,課長,84,2024-11-16,あり,達成,なし,リモート,チャット,仕様,4
2024-11-17 11:02,HD2411170659,メール,開発,低,係長,26,2024-11-17,あり,達成,なし,電話,チケット,その他,5
2024-08-17 06:02,HD2408170660,VPN,営業,低,課長,22,2024-08-17,なし,達成,なし,電話,チャット,教育不足,3
2025-10-29 05:29,HD2510290661,PCトラブル,総務,低,課長,7,2025-10-29,あり,達成,なし,リモート,メール,教育不足,4
2025-01-12 20:51,HD2501120662,プリンタ,製造,緊急,課長,181,2025-01-12,なし,未達,なし,リモート,チャット,ハード故障,2
2024-08-21 09:15,HD2408210663,PCトラブル,製造,緊急,主任,266,2024-08-21,なし,未達,なし,リモート,メール,設定不備,1
2026-03-14 08:31,HD2603140664,VPN,開発,中,課長,63,2026-03-14,あり,達成,なし,オンサイト,チケット,ハード故障,5
2024-12-18 04:27,HD2412180665,PCトラブル,経理,高,課長,181,2024-12-18,あり,未達,あり,リモート,チケット,設定不備,1
2025-07-30 18:25,HD2507300666,ネットワーク,営業,低,課長,12,2025-07-30,あり,達成,あり,オンサイト,チケット,教育不足,5
2025-10-07 02:41,HD2510070667,PCトラブル,営業,低,課長,22,2025-10-07,あり,達成,なし,リモート,チケット,教育不足,5
2025-07-05 12:21,HD2507050668,SaaS利用,経理,中,主任,76,2025-07-05,あり,達成,なし,リモート,チャット,設定不備,5
2025-07-05 02:53,HD2507050669,SaaS利用,製造,中,主任,103,2025-07-05,なし,達成,なし,リモート,チケット,教育不足,3
2025-08-30 08:40,HD2508300670,ネットワーク,人事,低,主任,28,2025-08-30,なし,達成,なし,リモート,チャット,脆弱性,5
2024-09-09 13:35,HD2409090671,アカウント,法務,中,課長,47,2024-09-09,あり,達成,なし,リモート,チケット,ハード故障,5
2024-03-27 07:40,HD2403270672,VPN,経理,低,係長,38,2024-03-27,あり,達成,なし,リモート,メール,仕様,5
2024-10-16 15:38,HD2410160673,PCトラブル,総務,低,課長,19,2024-10-16,あり,達成,あり,リモート,対面,ハード故障,5
2026-04-14 12:50,HD2604140674,PCトラブル,総務,低,係長,44,2026-04-14,あり,達成,なし,オンサイト,チャット,設定不備,5
2024-02-01 14:40,HD2402010675,ネットワーク,人事,低,係長,36,2024-02-01,あり,達成,なし,リモート,チケット,外部要因,5
2024-07-28 00:50,HD2407280676,PCトラブル,開発,低,主任,32,2024-07-28,あり,達成,なし,オンサイト,チャット,教育不足,5
2025-04-29 10:14,HD2504290677,PCトラブル,情シス,中,主任,46,2025-04-29,あり,達成,なし,オンサイト,メール,仕様,5
2025-03-21 02:45,HD2503210678,VPN,製造,中,課長,89,2025-03-21,あり,達成,なし,リモート,チャット,教育不足,5
2025-06-04 08:06,HD2506040679,アカウント,開発,高,課長,264,2025-06-04,あり,未達,なし,オンサイト,チケット,設定不備,3
2025-06-30 00:12,HD2506300680,ネットワーク,営業,中,課長,52,2025-06-30,あり,達成,なし,リモート,チケット,設定不備,5
2024-04-16 11:53,HD2404160681,PCトラブル,製造,中,主任,52,2024-04-16,なし,達成,なし,リモート,チャット,教育不足,4
2025-01-23 19:34,HD2501230682,VPN,経理,中,課長,40,2025-01-23,あり,達成,あり,リモート,メール,設定不備,5
2024-07-22 18:35,HD2407220683,アカウント,人事,中,主任,84,2024-07-22,なし,達成,なし,オンサイト,チケット,教育不足,5
2024-12-05 05:38,HD2412050684,アカウント,開発,低,係長,40,2024-12-05,あり,達成,なし,電話,メール,教育不足,4
2025-03-05 13:46,HD2503050685,プリンタ,人事,中,係長,99,2025-03-05,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-02-11 23:38,HD2502110686,PCトラブル,情シス,中,係長,29,2025-02-12,あり,達成,なし,オンサイト,チケット,設定不備,4
2025-08-04 20:12,HD2508040687,セキュリティ,法務,中,主任,120,2025-08-04,あり,達成,なし,オンサイト,メール,ハード故障,5
2025-09-24 23:26,HD2509240688,PCトラブル,開発,低,係長,22,2025-09-24,あり,達成,なし,オンサイト,メール,設定不備,4
2025-07-08 19:53,HD2507080689,ネットワーク,マーケ,緊急,課長,250,2025-07-09,あり,未達,あり,リモート,チャット,その他,1
2024-04-25 14:56,HD2404250690,プリンタ,製造,中,係長,101,2024-04-25,あり,達成,なし,電話,メール,設定不備,5
2025-05-31 17:29,HD2505310691,VPN,マーケ,低,係長,33,2025-05-31,あり,達成,なし,電話,チャット,教育不足,5
2024-07-10 07:07,HD2407100692,SaaS利用,情シス,中,係長,111,2024-07-10,あり,達成,なし,リモート,対面,外部要因,5
2024-04-30 16:52,HD2404300693,その他,総務,緊急,主任,159,2024-04-30,あり,未達,あり,リモート,チャット,外部要因,3
2024-06-21 20:27,HD2406210694,SaaS利用,人事,高,係長,145,2024-06-21,あり,未達,なし,オンサイト,電話,ハード故障,3
2024-02-29 21:48,HD2402290695,アカウント,経理,低,主任,24,2024-02-29,あり,達成,なし,電話,チャット,設定不備,5
2025-01-13 14:59,HD2501130696,VPN,開発,低,課長,37,2025-01-13,なし,達成,なし,電話,チャット,教育不足,5
2025-07-22 08:27,HD2507220697,アカウント,営業,高,係長,145,2025-07-22,あり,未達,あり,電話,チャット,教育不足,3
2026-03-30 05:41,HD2603300698,ネットワーク,人事,低,課長,23,2026-03-30,あり,達成,なし,リモート,チャット,設定不備,5
2024-07-25 23:42,HD2407250699,アカウント,情シス,低,主任,16,2024-07-25,あり,達成,なし,オンサイト,電話,教育不足,5
2026-02-13 02:37,HD2602130700,VPN,法務,低,課長,16,2026-02-13,あり,達成,なし,リモート,チャット,脆弱性,5
2025-03-11 21:41,HD2503110701,アカウント,営業,低,課長,35,2025-03-11,あり,達成,なし,リモート,チケット,設定不備,5
2024-11-17 11:04,HD2411170702,メール,開発,低,係長,26,2024-11-17,なし,達成,なし,リモート,メール,教育不足,3
2026-03-19 22:33,HD2603190703,セキュリティ,営業,低,主任,42,2026-03-19,なし,達成,なし,リモート,チャット,外部要因,5
2025-05-17 09:38,HD2505170704,VPN,情シス,中,主任,41,2025-05-17,あり,達成,なし,オンサイト,チャット,教育不足,5
2025-10-31 02:13,HD2510310705,PCトラブル,人事,低,課長,14,2025-10-31,あり,達成,なし,リモート,メール,その他,4
2026-02-28 13:53,HD2602280706,ネットワーク,製造,高,課長,103,2026-02-28,あり,達成,なし,リモート,チケット,外部要因,4
2025-12-30 15:05,HD2512300707,アカウント,総務,高,主任,20,2025-12-30,あり,達成,なし,リモート,チャット,ハード故障,5
2025-08-13 10:33,HD2508130708,PCトラブル,開発,中,課長,71,2025-08-13,あり,達成,なし,リモート,チケット,教育不足,4
2025-08-08 16:31,HD2508080709,プリンタ,法務,低,主任,5,2025-08-08,あり,達成,なし,リモート,メール,設定不備,5
2026-04-09 11:17,HD2604090710,PCトラブル,情シス,中,課長,65,2026-04-09,あり,達成,なし,リモート,チケット,教育不足,5
2024-03-30 08:56,HD2403300711,PCトラブル,営業,低,主任,28,2024-03-30,なし,達成,なし,リモート,チケット,教育不足,3
2024-09-21 06:19,HD2409210712,PCトラブル,経理,中,主任,33,2024-09-21,あり,達成,なし,リモート,チケット,設定不備,4
2025-03-20 19:05,HD2503200713,ネットワーク,マーケ,低,主任,30,2025-03-20,あり,達成,なし,電話,対面,設定不備,5
2026-02-16 04:15,HD2602160714,ネットワーク,総務,低,課長,21,2026-02-16,あり,達成,なし,電話,チケット,教育不足,5
2024-10-28 19:10,HD2410280715,業務システム,人事,低,係長,12,2024-10-28,なし,達成,なし,リモート,チャット,脆弱性,5
2025-05-22 13:40,HD2505220716,その他,経理,中,係長,71,2025-05-22,あり,達成,なし,リモート,電話,ハード故障,4
2025-05-03 08:08,HD2505030717,PCトラブル,法務,中,主任,72,2025-05-03,あり,達成,なし,リモート,チャット,その他,5
2025-10-16 01:58,HD2510160718,SaaS利用,総務,低,係長,21,2025-10-16,あり,達成,なし,電話,メール,教育不足,5
2025-02-20 11:45,HD2502200719,プリンタ,マーケ,中,課長,70,2025-02-20,あり,達成,なし,リモート,メール,設定不備,5
2025-05-01 20:07,HD2505010720,アカウント,開発,中,係長,70,2025-05-01,あり,達成,なし,リモート,チケット,ハード故障,5
2024-11-07 00:45,HD2411070721,セキュリティ,マーケ,低,係長,33,2024-11-07,あり,達成,なし,オンサイト,対面,外部要因,5
2024-04-23 02:35,HD2404230722,メール,情シス,中,係長,48,2024-04-23,なし,達成,なし,リモート,電話,教育不足,5
2025-09-11 05:00,HD2509110723,PCトラブル,営業,低,係長,11,2025-09-11,あり,達成,なし,リモート,チケット,設定不備,4
2024-01-18 12:29,HD2401180724,ネットワーク,情シス,高,課長,116,2024-01-18,なし,達成,なし,リモート,チャット,設定不備,4
2026-03-28 14:24,HD2603280725,PCトラブル,法務,中,課長,42,2026-03-28,あり,達成,なし,リモート,チケット,設定不備,5
2025-03-13 16:39,HD2503130726,PCトラブル,総務,低,主任,26,2025-03-13,あり,達成,なし,リモート,チケット,設定不備,5
2025-11-30 22:02,HD2511300727,アカウント,製造,中,主任,64,2025-11-30,あり,達成,なし,リモート,チケット,ハード故障,5
2024-05-20 23:41,HD2405200728,VPN,営業,中,主任,25,2024-05-21,あり,達成,なし,リモート,チケット,教育不足,5
2025-09-02 12:27,HD2509020729,PCトラブル,総務,低,課長,23,2025-09-02,あり,達成,なし,オンサイト,メール,教育不足,5
2025-04-17 21:53,HD2504170730,PCトラブル,人事,中,主任,69,2025-04-17,あり,達成,なし,電話,チャット,外部要因,4
2024-10-15 02:16,HD2410150731,ネットワーク,人事,高,課長,221,2024-10-15,なし,未達,なし,電話,電話,教育不足,2
2025-02-17 18:33,HD2502170732,アカウント,法務,低,主任,14,2025-02-17,あり,達成,あり,リモート,チケット,仕様,4
