訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2024-11-01,V000522,東北ロジスティクス,物流,プレミアム,RX-500,ソフトウェア更新,46,0,6469,6469,達成,解決,なし,E001,85.8,可,低,3.3,現地
2024-11-01,V000523,大和精機製作所,製造業,スタンダード,AX-2000,緊急修理,170,30399,27201,57600,達成,未解決,なし,E015,160.9,不可,中,4.4,電話
2024-11-01,V000524,みどり市役所,公共,ベーシック,MX-200,ソフトウェア更新,56,0,7639,7639,達成,解決,なし,E007,37.9,可,高,3.9,電話
2024-11-02,V000525,東洋精機,製造業,プレミアム,MX-100,部品交換,189,14661,31333,45994,達成,解決,なし,E006,149.8,不可,低,4.5,電話
2024-11-02,V000526,株式会社ミライテック,IT,プレミアム,AX-1000,部品交換,129,58083,15280,73363,達成,解決,なし,E006,40.1,不可,低,4.6,電話
2024-11-03,V000527,株式会社ミライテック,IT,スタンダード,AX-2000,緊急修理,171,50362,19335,69697,達成,解決,なし,E025,159.6,不可,低,3.3,現地
2024-11-03,V000528,株式会社ネクストブリッジ,IT,スポット,MX-300,部品交換,166,19423,22118,41541,未達,解決,なし,E011,115.1,不可,高,3.1,アプリ
2024-11-04,V000529,東洋精機,製造業,プレミアム,RX-500,ソフトウェア更新,36,0,3993,3993,達成,解決,なし,E008,5.8,不可,低,4.0,アプリ
2024-11-04,V000530,花鳥風月,観光,ベーシック,MX-100,緊急修理,164,6968,20772,27740,達成,解決,なし,E015,131.1,不可,高,4.3,メール
2024-11-05,V000531,大和精機製作所,製造業,スタンダード,MX-100,予防保全,115,32016,19467,51483,達成,解決,なし,E018,61.0,不可,低,3.2,電話
2024-11-05,V000532,みどり市役所,公共,ベーシック,PX-50,再訪問対応,157,26057,22131,48188,達成,解決,なし,E003,3.1,不可,高,3.6,Web
2024-11-07,V000533,東洋精機,製造業,スポット,PX-50,緊急修理,192,32973,27939,60912,達成,解決,なし,E006,77.9,不可,低,3.0,Web
2024-11-07,V000534,東京湾岸エナジー,電力,プレミアム,PX-50,部品交換,104,65068,12022,77090,達成,解決,なし,E006,175.1,不可,低,3.7,アプリ
2024-11-07,V000535,株式会社ネクストブリッジ,IT,スタンダード,AX-2000,緊急修理,95,41351,14407,55758,達成,未解決,あり,E009,29.2,不可,中,4.7,アプリ
2024-11-08,V000536,株式会社ネクストブリッジ,IT,スタンダード,AX-2000,予防保全,118,22280,20547,42827,達成,解決,なし,E024,2.7,不可,高,4.4,メール
2024-11-08,V000537,株式会社ネクストブリッジ,IT,スポット,AX-2000,再訪問対応,102,55580,17538,73118,達成,解決,なし,E019,178.7,不可,低,3.5,Web
2024-11-09,V000538,東京湾岸エナジー,電力,スタンダード,PX-80,再訪問対応,109,9563,16956,26519,達成,解決,なし,E008,166.9,不可,中,3.6,アプリ
2024-11-09,V000539,東洋精機,製造業,ベーシック,MX-100,再訪問対応,68,21315,8690,30005,達成,解決,なし,E006,109.2,不可,高,3.3,電話
2024-11-10,V000540,大和精機製作所,製造業,プレミアム,AX-2000,ソフトウェア更新,85,0,10336,10336,達成,未解決,あり,E018,78.0,可,中,3.5,アプリ
2024-11-10,V000541,日本橋製薬,製薬,ベーシック,MX-200,定期点検,113,0,19786,19786,達成,未解決,あり,E006,72.8,不可,低,4.6,アプリ
2024-11-11,V000542,東洋精機,製造業,プレミアム,AX-2000,予防保全,85,26431,13539,39970,達成,解決,なし,E004,37.2,不可,低,4.1,アプリ
2024-11-12,V000543,東都フィナンシャル証券,金融,スタンダード,PX-50,定期点検,135,0,19014,19014,達成,未解決,あり,E021,164.5,不可,低,3.9,Web
2024-11-13,V000544,東洋精機,製造業,プレミアム,MX-200,部品交換,123,15213,13611,28824,達成,解決,なし,E022,49.4,不可,高,4.6,現地
2024-11-14,V000545,花鳥風月,観光,プレミアム,PX-50,予防保全,36,36843,6308,43151,達成,解決,なし,E014,86.2,不可,低,3.8,メール
2024-11-14,V000546,株式会社ミライテック,IT,ベーシック,AX-1000,緊急修理,182,45287,30291,75578,未達,未解決,あり,E013,2.5,不可,高,3.4,Web
2024-11-15,V000547,東洋精機,製造業,プレミアム,PX-80,再訪問対応,82,64285,11975,76260,達成,解決,なし,E021,119.5,不可,低,4.2,メール
2024-11-15,V000548,東洋精機,製造業,スタンダード,MX-100,再訪問対応,104,12665,13975,26640,達成,解決,なし,E016,169.2,不可,高,3.7,電話
2024-11-17,V000549,東北ロジスティクス,物流,スタンダード,PX-50,再訪問対応,72,68143,8079,76222,達成,解決,なし,E022,90.6,不可,低,3.6,現地
2024-11-17,V000550,暮らしの匠,小売,スタンダード,RX-500,定期点検,90,0,15848,15848,達成,解決,なし,E023,126.6,不可,低,4.3,電話
2024-11-17,V000551,大和精機製作所,製造業,スポット,AX-2000,部品交換,56,18134,8768,26902,達成,解決,なし,E016,166.2,不可,中,4.2,電話
2024-11-17,V000552,花鳥風月,観光,スタンダード,PX-50,予防保全,84,52023,13085,65108,達成,解決,なし,E014,141.7,不可,高,3.6,Web
2024-11-18,V000553,東京湾岸エナジー,電力,プレミアム,MX-200,定期点検,124,0,14647,14647,達成,解決,なし,E013,67.5,不可,高,3.7,現地
2024-11-18,V000554,東北ロジスティクス,物流,スタンダード,PX-50,ソフトウェア更新,45,0,7459,7459,未達,解決,なし,E013,94.5,可,低,3.8,電話
2024-11-19,V000555,東都フィナンシャル証券,金融,スタンダード,MX-300,部品交換,80,21119,12983,34102,達成,解決,なし,E002,153.1,不可,中,4.2,現地
2024-11-19,V000556,東和建設,建設,スタンダード,MX-200,部品交換,64,66883,8345,75228,未達,解決,なし,E011,174.0,不可,低,3.3,Web
2024-11-19,V000557,花鳥風月,観光,スタンダード,PX-50,再訪問対応,162,41203,28982,70185,達成,未解決,なし,E001,119.3,不可,中,3.4,現地
2024-11-19,V000558,株式会社ミライテック,IT,スタンダード,RX-500,部品交換,95,27571,15112,42683,達成,解決,なし,E011,99.5,不可,低,3.9,現地
2024-11-20,V000559,みどり市役所,公共,プレミアム,PX-80,ソフトウェア更新,43,0,7430,7430,達成,解決,なし,E021,39.3,不可,低,4.2,電話
2024-11-20,V000560,株式会社ミライテック,IT,ベーシック,MX-200,再訪問対応,178,24049,31117,55166,未達,未解決,あり,E006,19.1,不可,高,3.1,電話
2024-11-21,V000561,大和精機製作所,製造業,スタンダード,AX-1000,予防保全,96,17571,12178,29749,達成,解決,なし,E006,89.0,不可,中,3.6,アプリ
2024-11-23,V000562,花鳥風月,観光,スポット,MX-200,ソフトウェア更新,51,0,6038,6038,未達,未解決,あり,E017,16.7,可,中,2.8,Web
2024-11-24,V000563,東洋精機,製造業,スタンダード,RX-500,部品交換,95,58840,12434,71274,達成,解決,なし,E023,24.3,不可,低,3.7,現地
2024-11-25,V000564,東京湾岸エナジー,電力,ベーシック,MX-100,ソフトウェア更新,66,0,9657,9657,達成,解決,なし,E004,106.1,不可,中,3.5,Web
2024-11-25,V000565,暮らしの匠,小売,ベーシック,MX-300,予防保全,79,7130,9402,16532,達成,解決,なし,E018,38.7,不可,低,4.1,メール
2024-11-26,V000566,みどり市役所,公共,プレミアム,MX-200,予防保全,136,34550,17821,52371,達成,未解決,あり,E010,170.4,不可,中,3.9,現地
2024-11-26,V000567,株式会社ネクストブリッジ,IT,スタンダード,AX-1000,予防保全,61,7863,7722,15585,未達,未解決,なし,E007,35.5,不可,低,3.1,Web
2024-11-27,V000568,日本橋製薬,製薬,スタンダード,AX-1000,部品交換,140,52040,21767,73807,達成,解決,なし,E009,31.1,不可,低,4.2,アプリ
2024-11-27,V000569,暮らしの匠,小売,プレミアム,PX-50,定期点検,68,0,10880,10880,達成,解決,なし,E017,102.3,不可,中,3.5,現地
2024-11-28,V000570,大和精機製作所,製造業,ベーシック,AX-1000,ソフトウェア更新,57,0,8999,8999,達成,未解決,あり,E011,74.4,可,低,4.6,メール
2024-11-28,V000571,大和精機製作所,製造業,ベーシック,PX-80,定期点検,127,0,15067,15067,達成,未解決,あり,E019,95.7,不可,高,3.7,アプリ
2024-11-28,V000572,大和精機製作所,製造業,スタンダード,PX-80,予防保全,120,53060,14717,67777,達成,解決,なし,E018,145.5,不可,中,4.1,現地
2024-11-30,V000573,日本橋製薬,製薬,ベーシック,RX-500,予防保全,85,18563,10198,28761,達成,解決,なし,E024,103.0,不可,低,4.0,メール
2024-11-30,V000574,東北ロジスティクス,物流,スタンダード,AX-2000,再訪問対応,107,39594,13835,53429,達成,解決,なし,E008,78.1,不可,高,4.4,メール
2024-12-01,V000575,日本橋製薬,製薬,プレミアム,PX-80,ソフトウェア更新,69,0,8042,8042,達成,未解決,なし,E016,104.4,可,低,4.2,電話
2024-12-02,V000576,暮らしの匠,小売,スタンダード,MX-300,ソフトウェア更新,51,0,6055,6055,達成,解決,なし,E001,4.5,可,中,3.4,アプリ
2024-12-02,V000577,東北ロジスティクス,物流,ベーシック,PX-50,再訪問対応,176,7551,26842,34393,達成,未解決,なし,E025,173.7,不可,中,3.7,現地
2024-12-03,V000578,みどり市役所,公共,プレミアム,AX-1000,緊急修理,123,16841,16439,33280,達成,未解決,あり,E025,122.9,不可,中,4.3,電話
2024-12-04,V000579,東和建設,建設,スタンダード,PX-80,緊急修理,83,69571,13927,83498,達成,解決,なし,E020,8.3,不可,低,4.7,アプリ
2024-12-04,V000580,東洋精機,製造業,プレミアム,RX-500,部品交換,91,54699,12268,66967,達成,解決,なし,E003,20.0,不可,低,4.6,現地
2024-12-04,V000581,東都フィナンシャル証券,金融,プレミアム,MX-200,ソフトウェア更新,59,0,8035,8035,達成,解決,なし,E009,66.9,不可,中,4.6,電話
2024-12-04,V000582,暮らしの匠,小売,ベーシック,RX-500,緊急修理,193,16505,23791,40296,達成,未解決,あり,E024,9.2,不可,低,3.5,メール
2024-12-05,V000583,みどり市役所,公共,プレミアム,PX-50,ソフトウェア更新,42,0,6624,6624,未達,未解決,あり,E013,24.7,不可,中,3.2,現地
2024-12-05,V000584,東北ロジスティクス,物流,ベーシック,AX-2000,緊急修理,171,67536,18973,86509,達成,解決,なし,E011,123.8,不可,低,4.0,アプリ
2024-12-06,V000585,暮らしの匠,小売,ベーシック,AX-2000,ソフトウェア更新,60,0,7240,7240,達成,解決,なし,E009,93.0,可,中,3.6,Web
2024-12-06,V000586,日本橋製薬,製薬,スタンダード,RX-500,再訪問対応,124,26729,22255,48984,達成,解決,なし,E008,107.2,不可,中,3.3,電話
2024-12-07,V000587,大和精機製作所,製造業,プレミアム,PX-50,緊急修理,160,55385,23479,78864,達成,解決,なし,E008,126.6,不可,高,4.1,メール
2024-12-07,V000588,株式会社ネクストブリッジ,IT,プレミアム,AX-2000,再訪問対応,79,56797,10055,66852,達成,解決,なし,E001,161.3,不可,低,4.9,電話
2024-12-09,V000589,日本橋製薬,製薬,スタンダード,PX-80,ソフトウェア更新,49,0,7075,7075,達成,解決,なし,E022,61.5,可,中,4.2,現地
2024-12-09,V000590,花鳥風月,観光,プレミアム,AX-1000,再訪問対応,92,33228,14307,47535,達成,解決,なし,E004,39.4,不可,低,3.6,Web
2024-12-10,V000591,日本橋製薬,製薬,ベーシック,MX-100,予防保全,109,14928,12561,27489,未達,未解決,なし,E024,99.3,不可,低,3.7,アプリ
2024-12-10,V000592,暮らしの匠,小売,スタンダード,MX-300,定期点検,78,0,12726,12726,達成,解決,なし,E012,152.6,不可,中,3.0,メール
2024-12-10,V000593,株式会社ネクストブリッジ,IT,ベーシック,AX-2000,定期点検,128,0,15575,15575,達成,解決,なし,E010,50.8,不可,高,3.7,電話
2024-12-11,V000594,暮らしの匠,小売,プレミアム,PX-50,再訪問対応,91,11828,11064,22892,達成,解決,なし,E025,135.6,不可,低,3.9,アプリ
2024-12-12,V000595,株式会社ミライテック,IT,スタンダード,MX-300,定期点検,74,0,12235,12235,達成,解決,なし,E017,83.1,不可,中,3.0,メール
2024-12-12,V000596,東和建設,建設,スタンダード,PX-80,予防保全,79,21416,13899,35315,達成,解決,なし,E002,51.4,不可,低,3.9,Web
2024-12-13,V000597,暮らしの匠,小売,スタンダード,MX-200,定期点検,109,0,19211,19211,達成,解決,なし,E005,159.3,不可,低,3.9,アプリ
2024-12-14,V000598,みどり市役所,公共,スタンダード,MX-100,再訪問対応,149,4049,21994,26043,達成,未解決,あり,E025,176.2,不可,中,3.9,現地
2024-12-14,V000599,大和精機製作所,製造業,ベーシック,AX-2000,再訪問対応,112,59958,14049,74007,達成,解決,なし,E025,49.8,不可,中,3.8,アプリ
2024-12-14,V000600,大和精機製作所,製造業,スタンダード,AX-2000,部品交換,86,25083,10596,35679,達成,解決,なし,E021,89.3,不可,中,4.0,メール
2024-12-14,V000601,東洋精機,製造業,プレミアム,MX-300,ソフトウェア更新,69,0,9787,9787,達成,解決,なし,E005,116.8,可,中,4.4,電話
2024-12-14,V000602,日本橋製薬,製薬,スタンダード,MX-100,定期点検,106,0,12280,12280,達成,未解決,なし,E001,27.4,不可,中,4.1,電話
2024-12-15,V000603,暮らしの匠,小売,プレミアム,AX-1000,再訪問対応,134,23383,17623,41006,達成,解決,なし,E018,87.2,不可,低,2.9,メール
2024-12-17,V000604,日本橋製薬,製薬,プレミアム,MX-100,定期点検,107,0,11779,11779,達成,解決,なし,E013,41.9,不可,低,3.7,Web
2024-12-18,V000605,株式会社ミライテック,IT,スタンダード,AX-2000,再訪問対応,137,15334,24242,39576,未達,未解決,あり,E011,52.2,不可,低,3.4,電話
2024-12-18,V000606,株式会社ミライテック,IT,スポット,MX-200,定期点検,60,0,9453,9453,達成,解決,なし,E010,28.7,不可,中,3.9,現地
2024-12-19,V000607,花鳥風月,観光,スタンダード,MX-200,部品交換,169,12009,27922,39931,未達,解決,なし,E025,155.4,不可,高,2.8,Web
2024-12-19,V000608,東和建設,建設,スタンダード,RX-500,定期点検,88,0,11670,11670,達成,解決,なし,E012,24.7,不可,中,3.7,メール
2024-12-21,V000609,株式会社ネクストブリッジ,IT,スタンダード,AX-2000,予防保全,111,34231,15187,49418,達成,解決,なし,E016,99.8,不可,中,3.3,現地
2024-12-22,V000610,東都フィナンシャル証券,金融,スタンダード,MX-200,予防保全,107,30748,17036,47784,達成,解決,なし,E001,43.9,不可,低,3.1,メール
2024-12-23,V000611,東都フィナンシャル証券,金融,スポット,MX-200,定期点検,112,0,13412,13412,未達,解決,なし,E018,83.9,不可,中,2.5,アプリ
2024-12-24,V000612,東京湾岸エナジー,電力,ベーシック,MX-100,再訪問対応,124,57667,16866,74533,達成,未解決,なし,E003,126.8,不可,中,4.1,アプリ
2024-12-24,V000613,みどり市役所,公共,ベーシック,MX-100,緊急修理,193,56590,23252,79842,達成,解決,なし,E024,34.5,不可,中,4.3,現地
2024-12-25,V000614,東北ロジスティクス,物流,スタンダード,AX-2000,再訪問対応,125,6209,19036,25245,達成,未解決,なし,E013,32.9,不可,低,4.3,アプリ
2024-12-26,V000615,東北ロジスティクス,物流,ベーシック,PX-80,予防保全,137,70354,18690,89044,達成,未解決,あり,E013,171.3,不可,中,5.0,現地
2024-12-26,V000616,東洋精機,製造業,スタンダード,MX-200,再訪問対応,91,23603,10358,33961,達成,解決,なし,E009,68.1,不可,低,3.3,電話
2024-12-28,V000617,大和精機製作所,製造業,スタンダード,AX-1000,定期点検,102,0,11298,11298,達成,解決,なし,E007,163.9,不可,低,4.2,電話
2024-12-28,V000618,東京湾岸エナジー,電力,プレミアム,MX-100,予防保全,110,42449,12165,54614,未達,解決,なし,E013,65.5,不可,低,3.3,現地
2024-12-29,V000619,東京湾岸エナジー,電力,ベーシック,AX-1000,緊急修理,98,15238,14224,29462,未達,解決,なし,E013,140.0,不可,低,3.7,アプリ
2024-12-29,V000620,日本橋製薬,製薬,ベーシック,PX-80,緊急修理,162,32352,27849,60201,達成,解決,なし,E025,145.7,不可,中,3.9,Web
2025-01-01,V000621,暮らしの匠,小売,スタンダード,AX-1000,ソフトウェア更新,41,0,5746,5746,達成,解決,なし,E007,160.5,不可,低,4.8,現地
2025-01-02,V000622,日本橋製薬,製薬,スポット,RX-500,定期点検,109,0,19383,19383,未達,解決,なし,E004,141.1,不可,低,2.7,アプリ
2025-01-02,V000623,東和建設,建設,スポット,MX-300,定期点検,101,0,16567,16567,達成,解決,なし,E009,47.9,不可,低,4.2,アプリ
2025-01-04,V000624,日本橋製薬,製薬,プレミアム,MX-200,予防保全,94,18906,13240,32146,達成,解決,なし,E011,93.2,不可,中,4.5,メール
2025-01-05,V000625,大和精機製作所,製造業,スタンダード,RX-500,部品交換,130,34088,20667,54755,達成,未解決,あり,E004,101.8,不可,低,4.0,メール
