日付,社員ID,部門,職位,出勤,退勤,所定時間分,残業時間分,深夜時間分,休暇種別,有休消化日数,テレワーク,フレックス利用,打刻漏れ,36協定残量分,プロジェクトID,勤務地,シフトパターン,曜日,業務カテゴリ
2025-09-23,EMP0047,R&D部,主任,08:46,16:40,480,54,0,,0.7,あり,なし,なし,1252,PJ0007,大阪オフィス,通常,火,営業活動
2025-09-23,EMP0151,営業2部,係長,09:55,17:18,480,23,0,,0.7,なし,なし,なし,1192,PJ0003,福岡オフィス,通常,火,サポート
2025-09-23,EMP0038,経理部,係長,10:55,19:31,480,96,0,,0.9,あり,なし,あり,869,PJ0029,リモート,夜勤,火,開発
2025-09-23,EMP0147,R&D部,係長,08:27,16:53,480,26,0,,0.4,なし,なし,あり,1349,PJ0020,大阪オフィス,フレックス,火,開発
2025-09-23,EMP0158,人事部,課長,08:45,16:30,480,45,0,,0.7,あり,なし,なし,1251,PJ0028,リモート,通常,火,営業活動
2025-09-23,EMP0168,製造2部,主任,09:01,17:38,480,37,0,,0.2,なし,あり,なし,1843,PJ0026,リモート,通常,火,開発
2025-09-23,EMP0115,R&D部,主任,09:16,17:06,480,50,0,,0.5,なし,あり,なし,1840,PJ0022,名古屋オフィス,通常,火,サポート
2025-07-23,EMP0051,DX推進部,一般,08:39,16:22,480,43,0,,0.1,あり,なし,なし,1848,PJ0011,名古屋オフィス,フレックス,水,製造
2025-07-23,EMP0033,情報システム部,主任,08:50,16:50,480,0,0,,0.4,あり,なし,なし,896,PJ0002,工場,フレックス,水,開発
2025-07-23,EMP0177,製造1部,課長,09:46,17:46,480,0,0,,0.3,なし,あり,なし,1416,PJ0023,大阪オフィス,通常,水,開発
2025-07-23,EMP0076,製造1部,係長,09:35,17:35,480,0,0,,0.7,なし,なし,なし,1641,PJ0028,工場,シフトA,水,管理
2025-07-23,EMP0019,人事部,課長,08:03,16:02,480,59,0,,0.7,なし,なし,あり,1122,PJ0013,福岡オフィス,通常,水,製造
2025-07-23,EMP0121,製造1部,一般,,,0,0,0,有給,0.4,あり,なし,なし,1346,PJ0020,大阪オフィス,シフトA,水,開発
2025-07-23,EMP0164,情報システム部,一般,09:05,17:05,480,0,0,,1.0,なし,なし,なし,1476,PJ0028,工場,夜勤,水,会議
2025-07-23,EMP0029,情報システム部,一般,09:06,17:06,480,0,0,,0.8,あり,あり,なし,1198,PJ0024,本社,夜勤,水,開発
2025-07-23,EMP0085,総務部,一般,08:28,17:50,480,82,0,,0.4,なし,あり,なし,894,PJ0015,名古屋オフィス,夜勤,水,営業活動
2025-07-23,EMP0035,R&D部,係長,,,0,0,0,傷病,1.0,あり,なし,なし,958,PJ0010,大阪オフィス,シフトB,水,サポート
2025-07-23,EMP0037,人事部,部長,09:31,17:31,480,0,0,,0.7,なし,なし,なし,1618,PJ0025,本社,フレックス,水,事務
2025-07-23,EMP0135,営業1部,主任,,,0,0,0,有給,0.6,あり,なし,なし,1750,PJ0003,工場,夜勤,水,サポート
2025-08-05,EMP0053,R&D部,主任,10:03,18:03,480,0,0,,0.5,あり,なし,なし,916,PJ0001,名古屋オフィス,シフトA,火,会議
2025-08-05,EMP0038,経理部,係長,,,0,0,0,慶弔,1.0,あり,なし,なし,934,PJ0023,工場,シフトA,火,管理
2025-08-05,EMP0144,営業2部,部長,10:06,18:06,480,0,0,,0.5,あり,なし,なし,840,PJ0019,福岡オフィス,フレックス,火,会議
2025-08-05,EMP0042,マーケ部,主任,09:05,17:49,480,44,0,,0.1,なし,なし,なし,1356,PJ0003,名古屋オフィス,夜勤,火,事務
2025-08-05,EMP0005,経理部,係長,09:19,17:19,480,0,0,,0.5,なし,なし,なし,719,PJ0017,本社,通常,火,営業活動
2025-08-05,EMP0007,営業1部,一般,08:10,16:10,480,0,0,,0.9,あり,なし,なし,1492,PJ0018,福岡オフィス,シフトA,火,事務
2025-08-05,EMP0187,総務部,一般,09:22,18:22,480,60,0,,0.7,あり,なし,なし,1004,PJ0003,大阪オフィス,フレックス,火,開発
2025-08-05,EMP0107,製造2部,一般,08:17,17:32,480,75,0,,0.2,なし,なし,なし,1087,PJ0017,福岡オフィス,夜勤,火,管理
2025-08-05,EMP0033,情報システム部,主任,09:56,17:02,480,6,0,,0.2,あり,なし,なし,1625,PJ0004,福岡オフィス,シフトA,火,会議
2025-08-05,EMP0040,マーケ部,一般,09:04,18:11,480,67,0,,0.2,なし,なし,なし,1267,PJ0018,福岡オフィス,シフトB,火,開発
2025-08-05,EMP0163,マーケ部,係長,08:48,16:17,480,29,0,,0.4,なし,なし,なし,1067,PJ0005,本社,シフトA,火,サポート
2025-08-05,EMP0096,R&D部,課長,,,0,0,0,慶弔,0.1,あり,なし,なし,1066,PJ0011,名古屋オフィス,シフトB,火,管理
2026-04-07,EMP0022,DX推進部,一般,09:41,17:47,480,6,0,,0.0,なし,あり,なし,1541,PJ0017,大阪オフィス,夜勤,火,事務
2026-04-07,EMP0150,総務部,係長,10:03,18:03,480,0,0,,0.9,なし,なし,なし,1547,PJ0027,福岡オフィス,夜勤,火,管理
2026-04-07,EMP0045,マーケ部,係長,08:45,16:45,480,0,0,,0.2,なし,あり,なし,1518,PJ0008,リモート,シフトA,火,開発
2026-04-07,EMP0188,DX推進部,一般,09:02,17:10,480,8,0,,0.8,あり,なし,あり,1102,PJ0007,名古屋オフィス,フレックス,火,サポート
2026-04-07,EMP0140,DX推進部,課長,09:22,17:38,480,16,0,,0.8,あり,なし,なし,1161,PJ0009,リモート,シフトA,火,管理
2026-04-07,EMP0146,情報システム部,主任,08:00,16:37,480,37,0,,0.1,なし,なし,なし,1176,PJ0008,福岡オフィス,シフトA,火,営業活動
2026-04-07,EMP0135,営業1部,主任,09:39,17:47,480,8,0,,0.2,なし,なし,なし,1198,PJ0025,工場,シフトA,火,開発
2026-04-07,EMP0110,総務部,課長,09:29,18:32,480,63,0,,0.1,なし,あり,なし,1207,PJ0018,名古屋オフィス,フレックス,火,会議
2026-04-07,EMP0055,経理部,主任,08:19,16:19,480,0,0,,0.1,あり,あり,なし,1891,PJ0007,工場,シフトB,火,開発
2026-04-07,EMP0056,情報システム部,一般,08:56,17:18,480,82,0,,0.9,なし,なし,なし,661,PJ0028,名古屋オフィス,シフトA,火,開発
2026-04-07,EMP0058,製造1部,一般,09:55,18:59,480,64,0,,0.8,なし,あり,なし,1704,PJ0004,大阪オフィス,シフトA,火,事務
2026-04-07,EMP0105,R&D部,主任,09:57,17:45,480,48,0,,0.8,あり,なし,なし,1091,PJ0018,名古屋オフィス,シフトA,火,事務
2024-12-04,EMP0121,製造1部,一般,09:06,17:06,480,0,0,,0.9,なし,なし,なし,1660,PJ0018,大阪オフィス,シフトB,水,事務
2024-12-04,EMP0037,人事部,部長,08:29,16:09,480,40,0,,1.0,なし,なし,なし,1521,PJ0005,名古屋オフィス,夜勤,水,開発
2024-12-04,EMP0109,情報システム部,主任,09:04,17:06,480,2,0,,0.1,なし,なし,なし,1513,PJ0009,福岡オフィス,シフトB,水,開発
2024-12-04,EMP0183,R&D部,一般,09:58,18:27,480,89,0,,0.7,あり,あり,なし,1158,PJ0029,名古屋オフィス,通常,水,管理
2024-12-04,EMP0153,人事部,係長,10:26,19:38,480,72,0,,0.7,あり,なし,なし,1626,PJ0010,本社,シフトB,水,製造
2024-12-04,EMP0193,DX推進部,係長,09:40,17:20,480,40,0,,0.7,あり,なし,なし,839,PJ0020,リモート,通常,水,事務
2024-12-04,EMP0060,製造1部,課長,10:31,19:48,480,77,0,,1.0,あり,あり,なし,811,PJ0019,工場,シフトB,水,サポート
2024-12-04,EMP0004,営業2部,主任,08:52,16:52,480,0,0,,0.6,なし,なし,なし,1579,PJ0029,リモート,フレックス,水,開発
2024-12-04,EMP0177,製造1部,課長,08:04,16:04,480,0,0,,0.1,あり,なし,なし,721,PJ0020,福岡オフィス,フレックス,水,会議
2024-12-04,EMP0006,情報システム部,主任,09:26,18:00,480,94,27,,0.9,あり,なし,なし,1599,PJ0022,本社,シフトB,水,開発
2024-12-04,EMP0051,DX推進部,一般,09:52,17:13,480,21,0,,0.0,なし,なし,なし,1401,PJ0018,福岡オフィス,フレックス,水,製造
2024-12-04,EMP0148,製造1部,一般,09:48,18:23,480,95,0,,0.8,あり,なし,なし,1617,PJ0008,大阪オフィス,シフトA,水,サポート
2026-03-02,EMP0162,情報システム部,一般,,,0,0,0,慶弔,0.2,なし,あり,なし,1473,PJ0005,工場,シフトA,月,サポート
2026-03-02,EMP0029,情報システム部,一般,,,0,0,0,慶弔,0.2,なし,なし,なし,1037,PJ0029,名古屋オフィス,通常,月,開発
2026-03-02,EMP0022,DX推進部,一般,08:38,16:38,480,0,0,,0.1,なし,なし,なし,1532,PJ0018,名古屋オフィス,通常,月,開発
2026-03-02,EMP0114,DX推進部,一般,10:54,18:19,480,25,0,,0.3,あり,あり,なし,1487,PJ0003,工場,シフトB,月,製造
2026-03-02,EMP0153,人事部,係長,08:56,16:36,480,40,0,,0.1,あり,なし,なし,1442,PJ0018,本社,フレックス,月,会議
2026-03-02,EMP0150,総務部,係長,08:19,16:19,480,0,0,,0.2,なし,なし,なし,1519,PJ0011,名古屋オフィス,夜勤,月,管理
2026-03-02,EMP0184,人事部,課長,,,0,0,0,慶弔,0.6,なし,あり,なし,1736,PJ0004,名古屋オフィス,フレックス,月,営業活動
2026-03-02,EMP0049,総務部,係長,09:27,18:10,480,103,0,,0.4,あり,なし,なし,1044,PJ0004,福岡オフィス,フレックス,月,会議
2026-03-02,EMP0099,総務部,一般,09:24,17:10,480,46,0,,0.8,なし,なし,なし,784,PJ0010,名古屋オフィス,通常,月,事務
2026-03-02,EMP0194,営業1部,係長,,,0,0,0,有給,0.3,なし,あり,なし,1263,PJ0016,リモート,シフトA,月,事務
2026-03-02,EMP0017,経理部,一般,08:30,17:38,480,68,0,,0.5,なし,なし,なし,908,PJ0010,名古屋オフィス,通常,月,サポート
2026-03-02,EMP0156,総務部,主任,,,0,0,0,特別休暇,0.3,なし,あり,なし,1307,PJ0005,福岡オフィス,シフトB,月,サポート
2026-05-01,EMP0086,R&D部,一般,09:18,18:43,480,85,0,,0.5,なし,なし,なし,1396,PJ0002,本社,シフトB,金,サポート
2026-05-01,EMP0151,営業2部,係長,10:47,19:53,480,66,0,,0.5,あり,あり,なし,1088,PJ0002,福岡オフィス,フレックス,金,会議
2026-05-01,EMP0084,マーケ部,一般,,,0,0,0,有給,0.7,なし,あり,なし,1661,PJ0024,大阪オフィス,通常,金,開発
2026-05-01,EMP0133,経理部,主任,,,0,0,0,有給,0.0,なし,なし,なし,1185,PJ0013,リモート,夜勤,金,事務
2026-05-01,EMP0018,営業2部,主任,09:24,17:17,480,53,0,,0.6,なし,あり,なし,1697,PJ0019,工場,シフトB,金,サポート
2026-05-01,EMP0106,人事部,一般,09:11,18:21,480,70,0,,0.2,なし,なし,なし,1763,PJ0024,福岡オフィス,フレックス,金,事務
2026-05-01,EMP0090,DX推進部,主任,09:34,18:15,480,101,0,,0.6,なし,なし,なし,612,PJ0011,工場,通常,金,サポート
2026-05-01,EMP0144,営業2部,部長,09:31,17:31,480,0,0,,0.6,あり,なし,なし,1538,PJ0004,大阪オフィス,夜勤,金,開発
2026-05-01,EMP0054,営業2部,係長,09:22,17:22,480,0,0,,0.2,なし,あり,なし,1440,PJ0026,本社,通常,金,製造
2026-05-01,EMP0034,DX推進部,主任,09:40,17:29,480,49,0,,0.5,あり,なし,なし,1485,PJ0013,大阪オフィス,フレックス,金,会議
2026-05-01,EMP0138,DX推進部,主任,09:14,17:14,480,0,0,,0.6,あり,なし,なし,1209,PJ0025,名古屋オフィス,フレックス,金,開発
2026-05-01,EMP0110,総務部,課長,,,0,0,0,有給,0.7,なし,なし,なし,1139,PJ0008,大阪オフィス,夜勤,金,製造
2026-05-20,EMP0066,人事部,係長,10:24,18:24,480,0,0,,0.1,あり,あり,なし,960,PJ0004,名古屋オフィス,夜勤,水,製造
2026-05-20,EMP0026,経理部,一般,09:04,17:34,480,30,0,,0.3,あり,あり,なし,1868,PJ0014,リモート,シフトA,水,サポート
2026-05-20,EMP0112,人事部,課長,10:05,18:15,480,10,0,,0.3,なし,あり,なし,807,PJ0010,本社,フレックス,水,製造
2026-05-20,EMP0060,製造1部,課長,10:09,18:09,480,0,0,,0.4,なし,なし,なし,770,PJ0023,名古屋オフィス,シフトA,水,会議
2026-05-20,EMP0132,マーケ部,係長,09:38,17:44,480,6,0,,0.4,なし,なし,なし,1250,PJ0006,大阪オフィス,シフトA,水,会議
2026-05-20,EMP0196,マーケ部,主任,10:58,19:08,480,70,0,,0.6,なし,あり,なし,1484,PJ0016,本社,フレックス,水,管理
2026-05-20,EMP0165,マーケ部,主任,08:43,17:34,480,111,37,,0.0,なし,なし,なし,1454,PJ0003,大阪オフィス,フレックス,水,製造
2026-05-20,EMP0018,営業2部,主任,,,0,0,0,有給,0.6,なし,なし,なし,997,PJ0011,福岡オフィス,通常,水,サポート
2026-05-20,EMP0161,R&D部,部長,09:10,18:11,480,61,0,,0.9,あり,なし,なし,764,PJ0027,本社,夜勤,水,製造
2026-05-20,EMP0069,DX推進部,課長,09:44,17:01,480,17,0,,0.9,あり,なし,なし,1143,PJ0029,福岡オフィス,通常,水,サポート
2026-05-20,EMP0104,営業2部,一般,,,0,0,0,傷病,0.1,なし,なし,なし,1054,PJ0014,本社,夜勤,水,会議
2026-05-20,EMP0160,経理部,課長,08:58,16:52,480,54,0,,1.0,なし,なし,なし,1100,PJ0013,リモート,シフトB,水,開発
2026-05-25,EMP0197,製造1部,課長,09:25,18:41,480,76,0,,0.4,なし,なし,なし,817,PJ0002,福岡オフィス,夜勤,月,管理
2026-05-25,EMP0132,マーケ部,係長,09:16,17:16,480,0,0,,0.3,なし,なし,なし,1398,PJ0019,リモート,シフトA,月,製造
2026-05-25,EMP0101,DX推進部,課長,08:43,17:46,480,63,0,,0.0,あり,あり,なし,1233,PJ0014,福岡オフィス,夜勤,月,開発
2026-05-25,EMP0099,総務部,一般,10:05,19:08,480,63,0,,0.9,なし,なし,なし,983,PJ0026,本社,シフトA,月,管理
2026-05-25,EMP0006,情報システム部,主任,09:17,17:41,480,24,0,,0.4,あり,あり,なし,1344,PJ0009,名古屋オフィス,フレックス,月,営業活動
2026-05-25,EMP0162,情報システム部,一般,08:15,16:31,480,16,0,,0.9,なし,なし,なし,704,PJ0003,工場,シフトB,月,営業活動
2026-05-25,EMP0080,営業1部,一般,09:19,17:48,480,29,0,,0.4,あり,なし,なし,1079,PJ0021,名古屋オフィス,シフトB,月,開発
2026-05-25,EMP0048,DX推進部,一般,09:43,18:48,480,65,0,,0.4,あり,あり,なし,1811,PJ0008,リモート,シフトA,月,営業活動
2026-05-25,EMP0196,マーケ部,主任,09:35,17:35,480,0,0,,0.9,あり,なし,なし,1007,PJ0027,福岡オフィス,シフトB,月,事務
2026-05-25,EMP0190,営業1部,主任,10:59,19:20,480,81,0,,0.9,なし,あり,なし,1008,PJ0025,リモート,通常,月,営業活動
2026-05-25,EMP0181,営業1部,一般,08:53,16:53,480,0,0,,0.5,なし,なし,なし,1087,PJ0011,名古屋オフィス,通常,月,管理
2026-05-25,EMP0025,総務部,一般,09:02,18:07,480,65,0,,0.1,あり,なし,なし,768,PJ0015,名古屋オフィス,シフトA,月,サポート
2024-09-24,EMP0180,営業2部,一般,09:51,17:23,480,32,0,,0.9,なし,なし,なし,708,PJ0005,福岡オフィス,シフトA,火,開発
2024-09-24,EMP0128,製造2部,一般,08:34,16:32,480,58,0,,0.3,なし,なし,なし,1455,PJ0012,大阪オフィス,シフトB,火,管理
2024-09-24,EMP0057,DX推進部,主任,09:11,18:24,480,73,0,,0.9,あり,なし,なし,1652,PJ0007,名古屋オフィス,シフトA,火,管理
2024-09-24,EMP0138,DX推進部,主任,08:00,16:37,480,37,0,,0.1,あり,あり,あり,1477,PJ0016,福岡オフィス,シフトA,火,管理
2024-09-24,EMP0149,DX推進部,課長,08:00,16:00,480,0,0,,0.7,あり,なし,なし,852,PJ0012,工場,シフトA,火,管理
2024-09-24,EMP0153,人事部,係長,08:15,16:15,480,0,0,,0.8,なし,なし,なし,1653,PJ0003,福岡オフィス,シフトA,火,会議
2024-09-24,EMP0109,情報システム部,主任,08:32,17:42,480,70,0,,0.4,あり,あり,なし,1659,PJ0008,福岡オフィス,シフトA,火,営業活動
2024-09-24,EMP0025,総務部,一般,08:17,16:37,480,20,0,,0.4,あり,なし,あり,1547,PJ0008,リモート,シフトA,火,管理
2024-09-24,EMP0055,経理部,主任,,,0,0,0,慶弔,0.5,なし,なし,なし,789,PJ0020,リモート,シフトB,火,製造
2024-09-24,EMP0075,マーケ部,課長,09:32,17:14,480,42,0,,0.5,なし,なし,なし,1321,PJ0006,リモート,夜勤,火,製造
2024-09-24,EMP0071,R&D部,係長,09:34,18:39,480,65,0,,0.1,あり,なし,なし,1471,PJ0021,リモート,シフトB,火,営業活動
2024-09-24,EMP0077,DX推進部,課長,09:05,17:27,480,22,0,,0.4,なし,なし,なし,1545,PJ0016,工場,フレックス,火,サポート
2024-05-02,EMP0023,営業1部,課長,09:14,17:14,480,0,0,,0.6,なし,なし,なし,1072,PJ0014,名古屋オフィス,シフトB,木,製造
2024-05-02,EMP0189,DX推進部,一般,09:27,17:27,480,0,0,,0.5,なし,なし,なし,1118,PJ0019,大阪オフィス,シフトB,木,製造
2024-05-02,EMP0025,総務部,一般,08:25,16:12,480,47,0,,0.6,なし,あり,なし,1389,PJ0007,リモート,夜勤,木,サポート
2024-05-02,EMP0051,DX推進部,一般,10:53,18:18,480,25,0,,0.1,あり,なし,なし,965,PJ0005,福岡オフィス,夜勤,木,営業活動
2024-05-02,EMP0168,製造2部,主任,08:18,16:03,480,45,0,,0.2,なし,なし,なし,951,PJ0001,福岡オフィス,シフトB,木,管理
2024-05-02,EMP0140,DX推進部,課長,08:07,17:50,480,103,0,,0.4,あり,なし,なし,1714,PJ0029,リモート,フレックス,木,製造
2024-05-02,EMP0055,経理部,主任,10:27,18:03,480,36,0,,0.1,なし,あり,なし,682,PJ0029,大阪オフィス,シフトA,木,事務
2024-05-02,EMP0134,経理部,部長,08:07,16:09,480,2,0,,0.6,あり,あり,なし,715,PJ0015,名古屋オフィス,通常,木,製造
2024-05-02,EMP0197,製造1部,課長,09:56,17:12,480,16,0,,0.3,なし,なし,なし,1080,PJ0018,本社,シフトB,木,事務
2024-05-02,EMP0144,営業2部,部長,10:00,18:50,480,50,0,,0.8,なし,なし,なし,1439,PJ0020,名古屋オフィス,シフトA,木,開発
2024-05-02,EMP0026,経理部,一般,,,0,0,0,代休,1.0,あり,あり,なし,1262,PJ0012,福岡オフィス,夜勤,木,事務
2024-05-02,EMP0053,R&D部,主任,10:56,19:02,480,66,0,,0.2,なし,なし,なし,1287,PJ0027,リモート,シフトA,木,製造
2025-11-21,EMP0085,総務部,一般,08:38,16:38,480,0,0,,0.7,なし,なし,なし,1214,PJ0011,工場,夜勤,金,製造
2025-11-21,EMP0007,営業1部,一般,,,0,0,0,有給,0.2,あり,なし,あり,804,PJ0010,本社,通常,金,開発
2025-11-21,EMP0176,営業2部,係長,09:38,17:38,480,0,0,,0.4,あり,あり,なし,1800,PJ0015,本社,通常,金,サポート
2025-11-21,EMP0165,マーケ部,主任,09:44,17:44,480,0,0,,0.9,あり,あり,なし,860,PJ0003,福岡オフィス,通常,金,開発
2025-11-21,EMP0025,総務部,一般,08:25,16:47,480,22,0,,0.9,あり,なし,なし,1570,PJ0027,名古屋オフィス,シフトA,金,製造
2025-11-21,EMP0098,マーケ部,一般,10:24,19:05,480,101,9,,0.5,あり,なし,なし,1303,PJ0012,本社,シフトA,金,製造
2025-11-21,EMP0142,総務部,一般,08:00,16:00,480,0,0,,0.0,なし,なし,なし,803,PJ0011,大阪オフィス,夜勤,金,管理
2025-11-21,EMP0157,製造1部,主任,09:00,17:00,480,0,0,,0.4,あり,なし,なし,1298,PJ0002,大阪オフィス,通常,金,営業活動
2025-11-21,EMP0066,人事部,係長,10:40,18:40,480,0,0,,1.0,なし,なし,なし,956,PJ0006,大阪オフィス,シフトA,金,営業活動
2025-11-21,EMP0182,DX推進部,主任,09:35,17:35,480,0,0,,0.4,あり,なし,なし,1025,PJ0025,大阪オフィス,夜勤,金,製造
2025-11-21,EMP0186,製造2部,一般,09:24,17:44,480,20,0,,0.3,なし,あり,なし,1535,PJ0029,本社,フレックス,金,管理
2025-11-21,EMP0190,営業1部,主任,09:00,17:00,480,0,0,,0.0,なし,あり,なし,1585,PJ0024,大阪オフィス,通常,金,製造
2025-11-24,EMP0076,製造1部,係長,09:28,17:39,480,11,0,,0.2,あり,なし,なし,693,PJ0002,福岡オフィス,フレックス,月,製造
2025-11-24,EMP0124,経理部,課長,08:15,16:15,480,0,0,,1.0,あり,あり,なし,1707,PJ0020,本社,シフトB,月,開発
2025-11-24,EMP0142,総務部,一般,08:10,16:15,480,5,0,,0.9,なし,なし,なし,1840,PJ0006,大阪オフィス,夜勤,月,会議
2025-11-24,EMP0006,情報システム部,主任,08:51,16:51,480,0,0,,0.5,なし,なし,なし,1812,PJ0017,名古屋オフィス,夜勤,月,開発
2025-11-24,EMP0164,情報システム部,一般,08:31,17:38,480,67,0,,0.0,なし,なし,なし,1644,PJ0027,工場,通常,月,営業活動
2025-11-24,EMP0069,DX推進部,課長,09:24,17:24,480,0,0,,0.3,あり,なし,あり,701,PJ0005,本社,シフトA,月,サポート
2025-11-24,EMP0009,営業2部,一般,09:32,18:32,480,60,0,,1.0,あり,なし,なし,803,PJ0022,大阪オフィス,通常,月,事務
